City_ID,NAME,DP02_0001E,state,place,DP02_0025E
229,"New York city, New York",3263895,36,51000,3312760
230,"Oklahoma City city, Oklahoma",275285,40,55000,266969
231,"Clarksville city, Tennessee",63787,47,15160,62998
232,"Bayamón zona urbana, Puerto Rico",,72,06593,
233,"Cheyenne city, Wyoming",28727,56,13900,26073
234,"Redmond city, Washington",31181,53,57535,31525
235,"Renton city, Washington",41997,53,57745,42906
236,"Virginia Beach city, Virginia",182775,51,82000,182185
237,"Odessa city, Texas",48530,48,53388,45912
238,"Oshkosh city, Wisconsin",28532,55,60500,29839
239,"The Woodlands CDP, Texas",43992,48,72656,43177
240,"Tyler city, Texas",36169,48,74144,41850
241,"Union City city, New Jersey",24041,34,74630,27108
242,"Syracuse city, New York",62663,36,73000,56997
243,"Memphis city, Tennessee",256968,47,48000,228291
244,"Ogden city, Utah",32631,49,55980,36691
245,"Marysville city, Washington",25906,53,43955,29409
246,"Portsmouth city, Virginia",40827,51,64000,37797
247,"Victoria city, Texas",25410,48,75428,25457
248,"Waco city, Texas",53286,48,76000,53145
249,"Rio Rancho city, New Mexico",40013,35,63460,43091
250,"Edmond city, Oklahoma",36530,40,23200,35678
251,"Orem city, Utah",32398,49,57300,39317
252,"Dallas city, Texas",536008,48,19000,516199
253,"Flower Mound town, Texas",27696,48,26232,32742
254,"Caguas zona urbana, Puerto Rico",,72,10334,
255,"Lynchburg city, Virginia",28346,51,47672,30935
256,"Eau Claire city, Wisconsin",28218,55,22300,27599
257,"Janesville city, Wisconsin",28236,55,37825,26902
258,"Pasadena city, Texas",50598,48,56000,58134
259,"Wichita Falls city, Texas",38051,48,79000,43994
260,"Cincinnati city, Ohio",144929,39,15000,117604
261,"Victorville city, California",38400,06,82590,50481
262,"Lincoln city, Nebraska",120407,31,28000,119652
263,"Spring Hill CDP, Florida",46360,12,68350,50470
264,"Sunrise city, Florida",35166,12,69700,34755
265,"Tallahassee city, Florida",84920,12,70600,78178
266,"Tamarac city, Florida",29065,12,70675,26962
267,"Tampa city, Florida",159925,12,71000,156300
268,"Dothan city, Alabama",30301,01,21184,26662
269,"Gilbert town, Arizona",93472,04,27400,102263
270,"Glendale city, Arizona",90604,04,27820,98494
271,"Daly City city, California",32887,06,17918,46541
272,"Davis city, California",25316,06,18100,28397
273,"Downey city, California",36008,06,19766,44998
274,"Dublin city, California",23688,06,20018,27245
275,"Springfield city, Illinois",51317,17,72000,45055
276,"Hammond city, Indiana",30737,18,31000,30385
277,"Jurupa Valley city, California",27454,06,37692,43047
278,"Lake Elsinore city, California",21422,06,39486,26048
279,"Lake Forest city, California",30962,06,39496,35797
280,"Shreveport city, Louisiana",76167,22,70000,66484
281,"Lowell city, Massachusetts",42577,25,37000,45273
282,"Pittsburg city, California",23827,06,57456,33705
283,"Lynn city, Massachusetts",37304,25,37490,41277
284,"San Marcos city, California",34037,06,68196,34105
285,"San Mateo city, California",39340,06,68252,40571
286,"Lansing city, Michigan",50590,26,46000,44203
287,"Visalia city, California",47660,06,82954,51732
288,"Vista city, California",30614,06,82996,43655
289,"Novi city, Michigan",28217,26,59440,25606
290,"The Villages CDP, Florida",-999999999,12,71625,37988
291,"Town 'n' Country CDP, Florida",35155,12,72145,33200
292,"Fort Collins city, Colorado",70686,08,27425,73587
293,"Buena Park city, California",24306,06,08786,33864
294,"Burbank city, California",44471,06,08954,43254
295,"Goodyear city, Arizona",33130,04,28380,37167
296,"Albany city, Georgia",27357,13,01052,25226
297,"Alpharetta city, Georgia",25457,13,01696,25885
298,"Athens-Clarke County unified government (balance), Georgia",54438,13,03440,50673
299,"Atlanta city, Georgia",232720,13,04000,208075
300,"Mobile city, Alabama",77991,01,50000,69608
301,"Montgomery city, Alabama",81529,01,51000,72666
302,"El Monte city, California",29036,06,22230,45043
303,"Indianapolis city (balance), Indiana",358150,18,36003,336356
304,"Lafayette city, Indiana",31585,18,40788,28034
305,"Cedar Rapids city, Iowa",59107,19,12000,56440
306,"Lakewood city, California",26533,06,39892,32278
307,"Lancaster city, California",51333,06,40130,64496
308,"Bowling Green city, Kentucky",28947,21,08902,29340
309,"Manteca city, California",27310,06,45484,33002
310,"Malden city, Massachusetts",26386,25,37875,27180
311,"Pleasanton city, California",29330,06,57792,30747
312,"Pomona city, California",40142,06,58072,58518
313,"San Ramon city, California",29662,06,68378,33204
314,"Sparks city, Nevada",43392,32,68400,46514
315,"Spring Valley CDP, Nevada",88063,32,68585,82399
316,"Sunrise Manor CDP, Nevada",62737,32,71400,77618
317,"Walnut Creek city, California",31035,06,83346,27601
318,"Wesley Chapel CDP, Florida",23868,12,75875,29597
319,"Weston city, Florida",20227,12,76582,23791
320,"West Palm Beach city, Florida",50409,12,76600,48876
321,"Augusta-Richmond County consolidated government (balance), Georgia",72760,13,04204,77615
322,"East Los Angeles CDP, California",31072,06,20802,48378
323,"Joliet city, Illinois",51263,17,38570,61860
324,"Davenport city, Iowa",44958,19,19000,41393
325,"Des Moines city, Iowa",90416,19,21000,84937
326,"Livermore city, California",31472,06,41992,35161
327,"Lodi city, California",24245,06,42202,26568
328,"Long Beach city, California",172599,06,43000,181508
329,"Santa Ana city, California",78674,06,69000,128319
330,"Santa Barbara city, California",35676,06,69070,38224
331,"Santa Clara city, California",49011,06,69084,53126
332,"Santa Clarita city, California",73509,06,69088,86458
333,"Stockton city, California",97447,06,75000,122509
334,"Silver Spring CDP, Maryland",33307,24,72450,29112
335,"Maple Grove city, Minnesota",28026,27,40166,28208
336,"Stamford city, Connecticut",52816,09,73000,57248
337,"Fayetteville city, Arkansas",40104,05,23290,38513
338,"Camarillo city, California",27588,06,10046,28787
339,"Little Rock city, Arkansas",89422,05,41000,74684
340,"Waukegan city, Illinois",30068,17,79293,37694
341,"Santa Maria city, California",30316,06,69196,39931
342,"Enterprise CDP, Nevada",83983,32,23770,100310
343,"Santa Monica city, California",45541,06,70000,38520
344,"Billings city, Montana",50365,30,06550,46285
345,"Gulfport city, Mississippi",29385,28,29700,29928
346,"Livonia city, Michigan",38329,26,49000,39026
347,"Gainesville city, Florida",56513,12,25175,57166
348,"Anaheim city, California",105608,06,02000,137532
349,"Buckeye city, Arizona",30913,04,07940,39721
350,"Antioch city, California",37081,06,02252,44723
351,"Apple Valley town, California",24657,06,02364,29610
352,"Grand Junction city, Colorado",28352,08,31660,27510
353,"Greeley city, Colorado",38381,08,32155,41802
354,"Fort Smith city, Arkansas",36390,05,24550,35423
355,"Columbus city, Georgia",82663,13,19000,77760
356,"Arlington Heights village, Illinois",31415,17,02154,31568
357,"Aurora city, Illinois",62379,17,03012,71478
358,"Boise City city, Idaho",99250,16,08830,96765
359,"Noblesville city, Indiana",25035,18,54180,28455
360,"Los Angeles city, California",1410594,06,44000,1594677
361,"Rancho Cordova city, California",28428,06,59444,31617
362,"Rancho Cucamonga city, California",57290,06,59451,66298
363,"New Bedford city, Massachusetts",42743,25,45000,41481
364,"Blaine city, Minnesota",25869,27,06382,26850
365,"Newton city, Massachusetts",29961,25,45560,34231
366,"Ellicott City CDP, Maryland",27318,24,26000,30021
367,"Bloomington city, Minnesota",38725,27,06616,35020
368,"Santa Rosa city, California",68686,06,70098,72715
369,"Sunnyvale city, California",59567,06,77000,66465
370,"West Covina city, California",32012,06,84200,43360
371,"Hialeah city, Florida",75692,12,30000,89345
372,"Boulder city, Colorado",42376,08,07850,48486
373,"Birmingham city, Alabama",87570,01,07000,76461
374,"Arden-Arcade CDP, California",40688,06,02553,38656
375,"Casas Adobes CDP, Arizona",31869,04,10670,30636
376,"Carlsbad city, California",48098,06,11194,47413
377,"Waterbury city, Connecticut",45008,09,80000,43222
378,"Highlands Ranch CDP, Colorado",38117,08,36410,39626
379,"Carmichael CDP, California",32172,06,11390,31022
